data_series,algorithm_type,reputation_score,metric_score(FScore(2.0)),configuration
(Usage.used#DIFFERENCE#JVM)+(PeakUsage.used#DIFFERENCE#JVM)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Net_Received#DIFFERENCE#UNIX_NETWORK)/(Tcp_Established#DIFFERENCE#UNIX_NETWORK)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Net_Received#DIFFERENCE#UNIX_NETWORK)/(Tcp_Established#DIFFERENCE#UNIX_NETWORK)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(SystemCpuLoad#PLAIN#JVM)+(ProcessCpuLoad#PLAIN#JVM)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(SystemCpuLoad#PLAIN#JVM)-(ProcessCpuLoad#PLAIN#JVM)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(SystemCpuLoad#PLAIN#JVM)+(ProcessCpuLoad#PLAIN#JVM)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(SystemCpuLoad#PLAIN#JVM)-(ProcessCpuLoad#PLAIN#JVM)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(PageIn#DIFFERENCE#CENTOS)+(PageOut#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(PageIn#DIFFERENCE#CENTOS)+(PageOut#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU User Processes#DIFFERENCE#CENTOS)+(CPU Interrupts#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU User Processes#DIFFERENCE#CENTOS)-(CPU Interrupts#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU User Processes#DIFFERENCE#CENTOS)/(CPU Interrupts#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU User Processes#DIFFERENCE#CENTOS)+(CPU Interrupts#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU User Processes#DIFFERENCE#CENTOS)-(CPU Interrupts#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU User Processes#DIFFERENCE#CENTOS)/(CPU Interrupts#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Active Files#DIFFERENCE#CENTOS)+(Activated Virtual Pages#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Active Files#DIFFERENCE#CENTOS)-(Activated Virtual Pages#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Active Files#DIFFERENCE#CENTOS)/(Activated Virtual Pages#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Active Files#DIFFERENCE#CENTOS)+(Activated Virtual Pages#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Active Files#DIFFERENCE#CENTOS)-(Activated Virtual Pages#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Active Files#DIFFERENCE#CENTOS)/(Activated Virtual Pages#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Net_Received#PLAIN#UNIX_NETWORK)/(Tcp_Established#PLAIN#UNIX_NETWORK)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Net_Received#PLAIN#UNIX_NETWORK)/(Tcp_Established#PLAIN#UNIX_NETWORK)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(PeakUsage.used#PLAIN#JVM)+(Usage.used#PLAIN#JVM)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(PeakUsage.used#PLAIN#JVM)+(Usage.used#PLAIN#JVM)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU Idle Processes#PLAIN#CENTOS)+(Minor Page Faults#PLAIN#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Inactive Memory#DIFFERENCE#CENTOS)+(Activated Virtual Pages#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Inactive Memory#DIFFERENCE#CENTOS)-(Activated Virtual Pages#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Inactive Memory#DIFFERENCE#CENTOS)/(Activated Virtual Pages#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Inactive Memory#DIFFERENCE#CENTOS)+(Activated Virtual Pages#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Inactive Memory#DIFFERENCE#CENTOS)-(Activated Virtual Pages#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Inactive Memory#DIFFERENCE#CENTOS)/(Activated Virtual Pages#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(HeapMemoryUsage.used#PLAIN#JVM)+(NonHeapMemoryUsage.used#PLAIN#JVM)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(HeapMemoryUsage.used#PLAIN#JVM)-(NonHeapMemoryUsage.used#PLAIN#JVM)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(HeapMemoryUsage.used#PLAIN#JVM)+(NonHeapMemoryUsage.used#PLAIN#JVM)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(HeapMemoryUsage.used#PLAIN#JVM)-(NonHeapMemoryUsage.used#PLAIN#JVM)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Usage.used#PLAIN#JVM)+(PeakUsage.used#PLAIN#JVM)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Usage.used#PLAIN#JVM)+(PeakUsage.used#PLAIN#JVM)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Tcp_TimeWait#PLAIN#UNIX_NETWORK)+(SystemCpuLoad#PLAIN#JVM)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Tcp_TimeWait#PLAIN#UNIX_NETWORK)+(SystemCpuLoad#PLAIN#JVM)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Active Memory#PLAIN#CENTOS)+(Cached Memory#PLAIN#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Active Memory#PLAIN#CENTOS)-(Cached Memory#PLAIN#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Active Memory#PLAIN#CENTOS)+(Cached Memory#PLAIN#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Active Memory#PLAIN#CENTOS)-(Cached Memory#PLAIN#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Tcp_Close#PLAIN#UNIX_NETWORK)+(Tcp_Established#PLAIN#UNIX_NETWORK)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Tcp_Close#PLAIN#UNIX_NETWORK)-(Tcp_Established#PLAIN#UNIX_NETWORK)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Tcp_Close#PLAIN#UNIX_NETWORK)+(Tcp_Established#PLAIN#UNIX_NETWORK)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Tcp_Close#PLAIN#UNIX_NETWORK)-(Tcp_Established#PLAIN#UNIX_NETWORK)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Buffers#PLAIN#CENTOS)+(Minor Page Faults#PLAIN#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Active Memory#DIFFERENCE#CENTOS)+(Cached Memory#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Active Memory#DIFFERENCE#CENTOS)-(Cached Memory#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Active Memory#DIFFERENCE#CENTOS)+(Cached Memory#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Active Memory#DIFFERENCE#CENTOS)-(Cached Memory#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(SystemCpuLoad#DIFFERENCE#JVM)+(ProcessCpuLoad#DIFFERENCE#JVM)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(SystemCpuLoad#DIFFERENCE#JVM)-(ProcessCpuLoad#DIFFERENCE#JVM)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(SystemCpuLoad#DIFFERENCE#JVM)+(ProcessCpuLoad#DIFFERENCE#JVM)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(SystemCpuLoad#DIFFERENCE#JVM)-(ProcessCpuLoad#DIFFERENCE#JVM)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(LoadedClassCount#DIFFERENCE#JVM)+(TotalLoadedClassCount#DIFFERENCE#JVM)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(LoadedClassCount#DIFFERENCE#JVM)-(TotalLoadedClassCount#DIFFERENCE#JVM)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(LoadedClassCount#DIFFERENCE#JVM)/(TotalLoadedClassCount#DIFFERENCE#JVM)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(LoadedClassCount#DIFFERENCE#JVM)+(TotalLoadedClassCount#DIFFERENCE#JVM)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(LoadedClassCount#DIFFERENCE#JVM)-(TotalLoadedClassCount#DIFFERENCE#JVM)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(LoadedClassCount#DIFFERENCE#JVM)/(TotalLoadedClassCount#DIFFERENCE#JVM)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Inactive Files#DIFFERENCE#CENTOS)+(Activated Virtual Pages#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Inactive Files#DIFFERENCE#CENTOS)-(Activated Virtual Pages#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Inactive Files#DIFFERENCE#CENTOS)/(Activated Virtual Pages#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Inactive Files#DIFFERENCE#CENTOS)+(Activated Virtual Pages#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Inactive Files#DIFFERENCE#CENTOS)-(Activated Virtual Pages#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Inactive Files#DIFFERENCE#CENTOS)/(Activated Virtual Pages#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU I/O Wait Processes#PLAIN#CENTOS)+(CPU Idle Processes#PLAIN#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(PageIn#PLAIN#CENTOS)-(PageOut#PLAIN#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(PageIn#PLAIN#CENTOS)+(PageOut#PLAIN#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU Kernel Processes#DIFFERENCE#CENTOS)+(Activated Virtual Pages#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU Kernel Processes#DIFFERENCE#CENTOS)-(Activated Virtual Pages#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU Kernel Processes#DIFFERENCE#CENTOS)/(Activated Virtual Pages#DIFFERENCE#CENTOS)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU Kernel Processes#DIFFERENCE#CENTOS)+(Activated Virtual Pages#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU Kernel Processes#DIFFERENCE#CENTOS)-(Activated Virtual Pages#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU Kernel Processes#DIFFERENCE#CENTOS)/(Activated Virtual Pages#DIFFERENCE#CENTOS)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Tcp_Close#DIFFERENCE#UNIX_NETWORK)+(Tcp_Established#DIFFERENCE#UNIX_NETWORK)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Tcp_Close#DIFFERENCE#UNIX_NETWORK)-(Tcp_Established#DIFFERENCE#UNIX_NETWORK)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Tcp_Close#DIFFERENCE#UNIX_NETWORK)/(Tcp_Established#DIFFERENCE#UNIX_NETWORK)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Tcp_Close#DIFFERENCE#UNIX_NETWORK)+(Tcp_Established#DIFFERENCE#UNIX_NETWORK)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(Tcp_Close#DIFFERENCE#UNIX_NETWORK)-(Tcp_Established#DIFFERENCE#UNIX_NETWORK)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU Idle Processes#DIFFERENCE#CENTOS)+(SystemCpuLoad#PLAIN#JVM)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU Idle Processes#DIFFERENCE#CENTOS)-(SystemCpuLoad#PLAIN#JVM)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU Idle Processes#DIFFERENCE#CENTOS)/(SystemCpuLoad#PLAIN#JVM)#PLAIN#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU Idle Processes#DIFFERENCE#CENTOS)+(SystemCpuLoad#PLAIN#JVM)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU Idle Processes#DIFFERENCE#CENTOS)-(SystemCpuLoad#PLAIN#JVM)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
(CPU Idle Processes#DIFFERENCE#CENTOS)/(SystemCpuLoad#PLAIN#JVM)#DIFFERENCE#COMPOSITION,HIST,1.0,0.0,interval_width=0.5&
